Video ID,Video Title,Channel Name,Category,Category ID,Upload Date,Upload Time,Likes,Views,Comments,Duration (Seconds)
LLnybXGThbk,3 Interior Designers Transform the Same Cozy NYC Café | Space Savers | Architectural Digest,Architectural Digest,Entertainment,24,2023-10-31,16:00:11,4608,171800,208,1058
B9J5ES59W4s,How ghost stories helped save the architecture of New Orleans 👻,Architectural Digest,Entertainment,24,2023-10-30,16:00:05,409,12122,3,22
Xv_nUzpT5FI,Movie Villain Lairs: The Big Lebowski's Jackie Treehorn,Architectural Digest,Entertainment,24,2023-10-27,17:45:01,553,19625,3,53
YBxyq75roOU,Jon Batiste gifted Suleika Jaouad her writing hero Joan Didion's desk,Architectural Digest,Entertainment,24,2023-10-25,16:00:08,720,23338,13,28
7X0P5X4ELXg,Inside The Glowing Theater Opposite The 9/11 Memorial | Unique Spaces | Architectural Digest,Architectural Digest,Entertainment,24,2023-10-24,16:00:10,12013,400946,439,606
54QfIKwCNpQ,Why New Orleanians hated the iconic St. Louis Cathedral at first,Architectural Digest,Entertainment,24,2023-10-23,16:00:14,625,17833,6,23
ZqMqSqfcxvA,Why Alfred Hitchcock turned down Frank Lloyd Wright,Architectural Digest,Entertainment,24,2023-10-20,16:00:17,811,22429,14,58
y9Ceu9BO1jo,Architect Breaks Down Why Movie Villains Live In Ultra-Modern Houses | Architectural Digest,Architectural Digest,Entertainment,24,2023-10-19,16:00:21,6610,272396,204,879
Q3BMiMe1bQU,Jon Batiste keeps a Grammy in his bathroom,Architectural Digest,Entertainment,24,2023-10-18,16:00:09,967,31875,15,38
gnjSYotBgaA,"Pro Designer Fixes a Dark, NYC Studio Apartment With No Storage | Re:Design | Architectural Digest",Architectural Digest,Entertainment,24,2023-10-17,16:00:01,5648,184239,242,523
Ahcd4j6AzMY,Hilary Duff designed the coolest bedroom for her son,Architectural Digest,Entertainment,24,2023-10-16,16:00:05,2489,81987,27,36
W16pnnvOzpo,A Haunting New Orleans Tour,Architectural Digest,Unknown,19,2023-10-13,17:45:01,553,17045,8,29
vlYhWdHBw_M,Architect Tours New Orleans’ Most Haunted Houses | Walking Tour | Architectural Digest,Architectural Digest,Entertainment,24,2023-10-12,16:00:07,3952,128978,69,758
OWRYiRbs0Yo,A trip to Madea's house with Tyler Perry,Architectural Digest,Entertainment,24,2023-10-09,16:00:01,866,23746,8,42
xyE36Ix8C0g,Carmelo Anthony knows how to celebrate himself in style,Architectural Digest,Entertainment,24,2023-10-06,16:00:07,471,19847,5,19
8effXiRqDgA,3 Interior Designers Transform The Same Small Apartment Bathroom | Architectural Digest,Architectural Digest,Entertainment,24,2023-10-05,16:00:17,6113,253366,447,682
5TfNUg-Wgb0,Hilary Duff's kids know all the best hiding spots in the house,Architectural Digest,Entertainment,24,2023-10-04,16:00:11,1475,47919,9,18
5zvsAwsEwPg,Inside Jon Batiste & Suleika Jaouad’s Soul-Filled Brooklyn Home | Open Door | Architectural Digest,Architectural Digest,Entertainment,24,2023-10-04,12:00:02,44748,1884502,1665,846
ugOoT_vDPVQ,How Tyler Perry built a replica of The White House,Architectural Digest,Entertainment,24,2023-10-02,16:00:09,718,25471,12,39
vy73peyrFyQ,How Carmelo Anthony became an avid art collector,Architectural Digest,Entertainment,24,2023-09-29,16:00:19,1028,22547,20,19
8MkcEzfyCFM,Inside NBA Star Carmelo Anthony’s Stylish New Home | Open Door | Architectural Digest,Architectural Digest,Entertainment,24,2023-09-28,16:00:32,30823,1895755,1065,764
I6SU4525j2Y,Dwight Schrute's dining table was made by Ron Swanson 🤯,Architectural Digest,Entertainment,24,2023-09-27,16:00:10,1654,41517,12,27
qCYh5XRuiec,Kerry Washington warns about the dangers of cloud sofas (they're just too comfortable),Architectural Digest,Entertainment,24,2023-09-25,16:00:05,1919,69131,34,25
cXG_kiDufPA,Ashley Benson's backyard is a Mediterranean dream,Architectural Digest,Entertainment,24,2023-09-22,16:00:19,1109,38339,22,29
Mur6UGlxIf4,John and Chrissy gave their daughter a bedroom fit for a princess,Architectural Digest,Entertainment,24,2023-09-20,16:00:09,1731,54187,34,49
JKKtQzZis4c,Inside a Futuristic Home with Detachable Rooms | Unique Spaces | Architectural Digest,Architectural Digest,Entertainment,24,2023-09-19,16:00:13,19849,806443,550,728
ufdOQ6B6O0M,Rainn Wilson's home office is full of memories from The Office,Architectural Digest,Entertainment,24,2023-09-18,16:00:19,1155,27016,4,22
FvQ4gZfhmuI,Naomi Campbell shares why Kenya so great,Architectural Digest,Entertainment,24,2023-09-15,16:00:10,1230,36113,38,16
RimSAY35WdA,How Iconic Disney Castle Interiors Were Inspired By The Real-World | Architectural Digest,Architectural Digest,Entertainment,24,2023-09-14,16:00:10,5706,193759,87,747
pekG1eKduko,Troye Sivan's bathroom will make you want to go to the toilet,Architectural Digest,Entertainment,24,2023-09-13,16:00:12,1372,40909,29,47
odDnwUmO9tQ,The Bear dreams of Matty Matheson's restaurant,Architectural Digest,Entertainment,24,2023-09-11,16:00:02,746,24136,3,36
PKoCNUwFUys,Burna Boy's vinyl room is where the vibes are,Architectural Digest,Entertainment,24,2023-09-08,16:00:10,574,17712,8,30
bMFzFlrCzSc,How The Upper West Side Revolutionized NYC Apartments | Walking Tour | Architectural Digest,Architectural Digest,Entertainment,24,2023-09-07,16:00:16,9563,462112,225,678
QKlDfY_J2CU,Meryl Streep's apartment is the CUTEST,Architectural Digest,Entertainment,24,2023-09-06,16:00:12,1023,31519,13,49
PKAM4M9OET8,Inside Adwoa Aboah’s Delightful London Townhouse | Open Door | Architectural Digest,Architectural Digest,Entertainment,24,2023-09-05,17:33:18,18853,786869,554,878
_VFTscSEOuI,the details you missed in Paul Rudd's 'Only Murders in the Building' apartment,Architectural Digest,Entertainment,24,2023-09-04,16:00:08,566,27090,5,57
4cPu_qd2sAk,What easter eggs are hidden in Oliver's apartment in 'Only Murders in the Building'?,Architectural Digest,Entertainment,24,2023-09-01,16:00:03,497,22963,6,51
F4QAhU023gY,Touring The Set Of ‘Only Murders in the Building’ Season 3 | Set Tour | Architectural Digest,Architectural Digest,Entertainment,24,2023-08-31,16:00:17,8469,281673,150,740
RIS2h8msDeQ,Shonda Rhimes's apartment is giving Versailles,Architectural Digest,Entertainment,24,2023-08-30,16:00:11,1107,29209,12,36
1sYohzlapxE,Inside A Stunning Sandcastle-Shaped Beach House | On The Market | Architectural Digest,Architectural Digest,Entertainment,24,2023-08-29,16:00:29,19519,765052,567,837
e9yUjU6ZW5w,Ellen Pompeo's bar cart is mostly tequilaaaaaa 🍸,Architectural Digest,Entertainment,24,2023-08-28,16:00:05,808,28139,16,18
Q2D9jPed-DY,☁️ Viola Davis's bed must be like sleeping on a cloud ☁️,Architectural Digest,Entertainment,24,2023-08-25,16:00:11,1458,35328,17,25
L1ny9LgjRDA,"Inside a Family Home Built Around a 12,000-Year-Old Boulder | Unique Spaces | Architectural Digest",Architectural Digest,Entertainment,24,2023-08-24,16:00:19,33410,1206372,1342,862
2zqRHXsZ8YM,3 Interior Designers Makeover The Same College Dorm Room | Space Savers | Architectural Digest,Architectural Digest,Entertainment,24,2023-08-23,16:00:21,5071,196363,471,1113
J3HhngSta80,Seth Rogan just wants good weed and good furniture,Architectural Digest,Entertainment,24,2023-08-23,16:00:09,917,33770,15,16
Qc0iJpQcdis,Inside Ashley Benson’s Playful Los Angeles Home | Open Door | Architectural Digest,Architectural Digest,Entertainment,24,2023-08-22,16:00:24,28507,1522660,885,799
JnnYnVAv9e4,Vanessa Hudgens wanted a sexy cave-like bathroom,Architectural Digest,Entertainment,24,2023-08-21,16:00:06,2265,74827,40,31
ess2XzbYPgw,Chlöe Bailey loves to get deep on her balcony,Architectural Digest,Entertainment,24,2023-08-18,16:00:25,1126,36030,20,32
gfsP_W1y82Q,How 5 Bridges Transformed New York City | Architectural Digest,Architectural Digest,Entertainment,24,2023-08-17,16:00:26,13131,573031,366,1134
2YL_4jkDc6w,Wiz Khalifa's son has the playroom of DREAMS,Architectural Digest,Entertainment,24,2023-08-16,16:00:12,831,30163,19,26
QIRSD4TXwEA,Inside Winnie Harlow's calming California home,Architectural Digest,Entertainment,24,2023-08-14,16:00:05,1075,38067,22,36
lLGIjQ8BTzM,Chrissy Teigen is never not watching Bravo,Architectural Digest,Entertainment,24,2023-08-11,16:00:16,763,26757,19,26
CCZ6KWyNyUw,How Walt Disney Concert Hall Was Designed To Have Pitch Perfect Acoustics | Architectural Digest,Architectural Digest,Entertainment,24,2023-08-10,16:15:01,4940,182133,111,623
nWT0aQha6EM,Why did Barbie become pink?,Architectural Digest,Entertainment,24,2023-08-09,16:00:09,1377,43114,9,53
JKUWL85Betk,Inside Winnie Harlow’s Hollywood-Inspired LA Home | Open Door | Architectural Digest,Architectural Digest,Entertainment,24,2023-08-08,12:00:01,17017,990086,800,681
-v25vOQEtE8,Robert Downey Jr. and his interior designer could be brothers,Architectural Digest,Entertainment,24,2023-08-07,16:00:04,1429,49262,12,18
kg9kKTV6Zho,Barbie's First Dreamhouse: 1962,Architectural Digest,Entertainment,24,2023-08-04,16:00:58,926,30229,13,39
KisaDu8_wQE,John Legend & Chrissy Teigen's loving family home in 20 seconds,Architectural Digest,Entertainment,24,2023-08-02,16:01:14,1369,46292,26,22
v293iGJ2PVY,Inside John Legend & Chrissy Teigen's Serene Family Home | Open Door | Architectural Digest,Architectural Digest,Entertainment,24,2023-08-01,12:00:01,58513,3879840,1994,1020
lDZ76KAbOnk,Amanda Seyfried's NYC living room is seriously cute,Architectural Digest,Entertainment,24,2023-07-31,16:00:02,2512,66853,42,44
L1ZoZNDs4wQ,There's no water in Barbie Land 💦,Architectural Digest,Entertainment,24,2023-07-28,16:00:13,2419,73638,22,22
2UmW8i4ywBU,"Inside A $14,950,000 Luxury Modern Townhouse In New York City | On The Market | Architectural Digest",Architectural Digest,Entertainment,24,2023-07-27,16:00:12,4631,233761,272,390
RO44sLhdJ1g,Tommy Hilfiger's poolside setup is giving summer perfection,Architectural Digest,Entertainment,24,2023-07-26,16:00:12,3151,92283,42,36
Z9OceMW5hE8,Why The World’s Tallest Apartment Buildings Are On The Same NYC Street | Architectural Digest,Architectural Digest,Entertainment,24,2023-07-25,16:00:21,7835,480152,409,904
33HTv9aQkxE,Barbie's kitchen is straight out of our childhood imaginations,Architectural Digest,Entertainment,24,2023-07-24,16:00:11,1743,51603,10,22
GLRSD_a_YF8,How Old Hollywood movies inspired Barbie Land,Architectural Digest,Entertainment,24,2023-07-21,16:00:05,1391,48416,16,37
wRC-IoKcT_Y,Barbie has the wardrobe dreams are made of,Architectural Digest,Entertainment,24,2023-07-19,16:00:21,2206,54581,7,24
lgppmhi2QJw,3 Interior Designers Create Their Dream Basement Party Room | Space Savers | Architectural Digest,Architectural Digest,Entertainment,24,2023-07-18,16:00:05,5047,152978,273,884
ASB8LgSTIdU,Margot Robbie & Emma Mackey were amazed seeing the Barbie set for the first time,Architectural Digest,Entertainment,24,2023-07-17,16:00:04,4162,150358,22,26
9uweZao892w,Alicia Keys serenades Architectural Digest,Architectural Digest,Entertainment,24,2023-07-14,16:00:12,1794,47469,28,60
nPt7WKU-1lk,Amanda Seyfried loves herself some toilet themed art,Architectural Digest,Entertainment,24,2023-07-12,16:00:09,1356,46096,13,34
6nPsqsx33lM,Design Expert Breaks Down Barbie Dreamhouse Evolution (1962-Now) | Architectural Digest,Architectural Digest,Entertainment,24,2023-07-11,16:00:02,39358,1024147,607,505
aVci_iHwFAs,Jessica Alba's his and hers showers are goals,Architectural Digest,Entertainment,24,2023-07-10,16:00:06,2614,80249,25,33
__JXX2aeQ7Y,Amanda Seyfried's bedroom has some very handy details,Architectural Digest,Entertainment,24,2023-07-07,16:00:14,1445,55042,19,22
ep6j1m6nz3A,"Inside A £75,000,000 Countryside Estate From The 17th-Century | On The Market | Architectural Digest",Architectural Digest,Entertainment,24,2023-07-06,16:01:09,9572,491737,325,631
19t9N69TuUM,Alicia Keys's first ever piano is becoming a family heirloom,Architectural Digest,Entertainment,24,2023-07-05,16:00:11,3408,69018,44,52
04u-vFjhJqQ,Why Downtown Los Angeles’s Architecture Is So Diverse | Walking Tour | Architectural Digest,Architectural Digest,Entertainment,24,2023-07-05,16:00:09,3945,123980,171,747
TCplPx9Yb4A,"We'd like a room at the Chloe Fineman Hotel, please!",Architectural Digest,Entertainment,24,2023-07-03,16:00:13,854,31256,14,33
Z6jM69r_DCE,Troye Sivan takes great pride in his book collection,Architectural Digest,Entertainment,24,2023-06-30,16:00:01,1167,36936,20,50
dKSppwxJhiI,What did Michael Kors look like when he was younger?,Architectural Digest,Entertainment,24,2023-06-28,16:00:04,788,30246,14,33
9p9sGtV4UoU,Inside Amanda Seyfried’s Peaceful New York Home | Open Door | Architectural Digest,Architectural Digest,Entertainment,24,2023-06-27,16:00:25,78791,4320603,1548,723
TSXhg53t8Fg,Wiz Khalifa talks us through his sweet rides,Architectural Digest,Entertainment,24,2023-06-26,16:00:08,2041,58508,29,30
R-gexfT4ZQs,Inside Cara Delevingne's underground hangout,Architectural Digest,Entertainment,24,2023-06-23,16:00:19,1958,84336,58,20
HQQCiZNCg8o,Inside A Mansion Built On The Edge Of An Abandoned Quarry | Unique Spaces | Architectural Digest,Architectural Digest,Entertainment,24,2023-06-22,16:00:04,90386,3805615,2027,845
skiKYs_e2As,What is Nate Berkus and Jeremiah Brent's favorite floor of their house?,Architectural Digest,Entertainment,24,2023-06-21,16:00:05,1135,47309,20,16
56yBkt7EndI,3 Interior Designers Transform The Same Backyard | Space Savers | Architectural Digest,Architectural Digest,Entertainment,24,2023-06-20,16:00:01,10071,362149,587,1064
Pm1JNKEVXNM,RuPaul has 26 disco balls in his disco room,Architectural Digest,Entertainment,24,2023-06-19,16:00:05,1083,32746,8,21
RUeL0fFMp-g,Lena Waithe's office waiting room is a vibe,Architectural Digest,Entertainment,24,2023-06-16,16:00:12,913,33802,10,43
uKgaVlMN7IY,Margot Robbie Takes You Inside The Barbie Dreamhouse | Architectural Digest,Architectural Digest,Entertainment,24,2023-06-16,16:00:08,499599,16046932,6091,445
Qryfti7-s4M,Jessica Alba has the perfect outdoor/indoor dining set up,Architectural Digest,Entertainment,24,2023-06-14,16:00:17,3056,115012,25,30
t_TcpECwyV0,Interior Designer Fixes 4 People’s Kitchens | Re:Design | Architectural Digest,Architectural Digest,Entertainment,24,2023-06-14,16:00:05,4630,192119,100,586
Alu6KPaupT0,How Jesse Tyler Ferguson designed his perfect home office,Architectural Digest,Entertainment,24,2023-06-12,16:00:12,1106,47318,22,43
